
1698405601,0,1,
1698405602,0,2,
1698405603,0,3,
1698405604,0,4,
1698405605,0,5,
1698405606,0,6,
1698405607,0,7,
1698405608,0,8,
1698405609,0,9,
1698405612,0,12,
1698405613,0,13,
1698405614,0,14,
1698405615,0,15,
1698405617,0,17,
1698405618,0,18,
1698405619,0,19,
1698405620,0,20,
1698405621,0,21,
1698405622,0,22,
1698405624,0,24,
1698405625,0,25,
1698405626,0,26,
1698405627,0,27,
1698405628,0,28,
1698405629,0,29,
1698405630,0,30,
1698405631,0,31,
1698405632,0,32,
1698405633,0,33,
1698405634,0,34,
1698405635,0,35,
1698405636,0,36,
1698405639,0,39,
1698405640,0,40,
1698405641,0,41,
1698405642,0,42,
1698405643,0,43,
1698405644,0,44,
1698405645,0,45,
1698405646,0,46,
1698405647,0,47,
1698405648,0,48,
1698405649,0,49,
1698405652,0,52,
1698405653,0,53,
1698405654,0,54,
1698405655,0,55,
1698405656,0,56,
1698405657,0,57,
1698405658,0,58,
1698405659,0,59,
1698405660,0,60,
1698405661,0,61,
1698405662,0,62,
1698405663,0,63,
1698405666,0,66,
1698405667,0,67,
1698405668,0,68,
1698405669,0,69,
1698405670,0,70,
1698405671,0,71,
1698405672,0,72,
1698405673,0,73,
1698405674,0,74,
1698405675,0,75,
1698405676,0,76,
1698405679,0,79,
1698405680,0,80,
1698405681,0,81,
1698405682,0,82,
1698405683,0,83,
1698405684,-1,84,
1698405685,0,85,
1698405686,-1,86,
1698405687,-1,87,
1698405688,-1,88,
1698405689,-1,89,
1698405693,-1,93,
1698405694,-1,94,
1698405695,-1,95,
1698405696,-1,96,
1698405697,-1,97,
1698405698,-1,98,
1698405699,-1,99,
1698405700,-1,100,
1698405701,-1,101,
1698405702,-1,102,
1698405703,-1,103,
1698405707,-1,107,
1698405708,-1,108,
1698405709,-1,109,
1698405710,-1,110,
1698405711,-1,111,
1698405712,-1,112,
1698405713,-1,113,
1698405714,-1,114,
1698405715,-1,115,
1698405716,-1,116,
1698405719,-1,119,
1698405720,-1,120,
1698405721,-1,121,
1698405722,-1,122,
1698405723,-1,123,
1698405724,-1,124,
1698405725,-1,125,
1698405726,-1,126,
1698405727,-1,127,
1698405728,-1,128,
1698405729,-1,129,
1698405730,-1,130,
1698405733,-1,133,
1698405734,-1,134,
1698405735,-1,135,
1698405736,-1,136,
1698405737,-1,137,
1698405738,-1,138,
1698405739,-1,139,
1698405740,-1,140,
1698405741,-1,141,
1698405742,-1,142,
1698405743,-1,143,
1698405746,-1,146,
1698405747,-1,147,
1698405748,-1,148,
1698405749,-1,149,
1698405750,-1,150,
1698405751,-1,151,
1698405752,-1,152,
1698405753,-1,153,
1698405754,-1,154,
1698405756,-1,156,
1698405757,-1,157,
1698405760,-1,160,
1698405761,-1,161,
1698405762,-1,162,
1698405763,-1,163,
1698405764,-1,164,
1698405765,-1,165,
1698405766,-1,166,
1698405767,-1,167,
1698405768,-1,168,
1698405769,-1,169,
1698405770,-1,170,
1698405774,-1,174,
1698405775,-1,175,
1698405776,-1,176,
1698405777,-1,177,
1698405778,-1,178,
1698405779,-1,179,
1698405780,-1,180,
1698405781,-1,181,
1698405782,-1,182,
1698405783,-1,183,
1698405784,-1,184,
1698405787,-1,187,
1698405788,-1,188,
1698405789,-1,189,
1698405790,-1,190,
1698405791,-1,191,
1698405792,-2,192,
1698405793,-2,193,
1698405794,-2,194,
1698405795,-2,195,
1698405796,-2,196,
1698405797,-2,197,
1698405800,-2,200,
1698405801,-2,201,
1698405802,-2,202,
1698405803,-2,203,
1698405804,-2,204,
1698405805,-2,205,
1698405808,-2,208,
1698405809,-2,209,
1698405810,-2,210,
1698405811,-2,211,
1698405813,-2,213,
1698405814,-2,214,
1698405815,-2,215,
1698405816,-2,216,
1698405817,-2,217,
1698405818,-2,218,
1698405819,-2,219,
1698405820,-2,220,
1698405821,-2,221,
1698405822,-2,222,
1698405823,-2,223,
1698405824,-2,224,
1698405827,-2,227,
1698405828,-2,228,
1698405829,-2,229,
1698405830,-2,230,
1698405831,-2,231,
1698405832,-2,232,
1698405833,-2,233,
1698405834,-2,234,
1698405835,-2,235,
1698405836,-2,236,
1698405837,-2,237,
1698405838,-2,238,
1698405840,-2,240,
1698405841,-2,241,
1698405842,-2,242,
1698405843,-2,243,
1698405844,-2,244,
1698405845,-2,245,
1698405846,-2,246,
1698405847,-2,247,
1698405848,-2,248,
1698405849,-2,249,
1698405850,-2,250,
1698405851,-2,251,
1698405854,-2,254,
